Individual,Species,Family,Month,Year,Location,Collector,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,Lattitude_Group,Temperature_District,Temperature_Before,Temperature_Of,Ecology,Voltinism,,
51,large white,Pieridae,August,1904,Kent,Chitty,female,29.582,333.554,2.508,9.923,2,England S,11.11,11.6,GG,Multivoltine,,
15,brimstone,Pieridae,September,1905,Kent,Chitty,male,28.209,329.706,2.774,10.247,2,England S,11.6,11.975,GS,Univoltine,,
16,brimstone,Pieridae,September,1905,Kent,Chitty,male,27.576,307.192,2.79,9.386,2,England S,11.6,11.975,GS,Univoltine,,
20,brimstone,Pieridae,September,1905,Kent,Chitty,female,28.518,329.789,3.239,10.079,2,England S,11.6,11.975,GS,Univoltine,,
9,large white,Pieridae,August,1905,Cornwall,WM Geldart,male,29.124,310.178,2.229,12.821,1,England S,11.6,11.975,GG,Multivoltine,,
35,large white,Pieridae,May,1905,Berkshire,WM Geldart,female,29.585,315.097,2.625,10.105,2,England S,11.6,11.975,GG,Multivoltine,,
4,orange tip,Pieridae,June,1905,Surrey,Meldola,male,20.226,152.49,1.618,9.453,2,England S,11.6,11.975,GG,Univoltine,,
8,orange tip,Pieridae,May,1905,Surrey,Meldola,female,20.511,154.197,1.559,7.159,2,England S,11.6,11.975,GG,Univoltine,,
10,orange tip,Pieridae,,1905,Kent,Chitty,male,20.734,155.304,1.752,10.026,2,England S,11.6,11.975,GG,Univoltine,,
20,orange tip,Pieridae,May,1905,Essex,Meldola,female,21.067,166.235,2.425,7.026,2,England S,11.6,11.975,GG,Univoltine,,
103,orange tip,Pieridae,May,1905,Berkshire,WM Geldart,male,19.785,144.771,1.484,9.847,2,England S,11.6,11.975,GG,Univoltine,,
104,orange tip,Pieridae,June,1905,Berkshire,WM Geldart,female,21.28,175.58,2.248,8.183,2,England S,11.6,11.975,GG,Univoltine,,
30,brimstone,Pieridae,August,1906,Buckinghamshire,HRB,male,29.756,342.03,3.184,10.577,2,England S,11.975,11.515,GS,Univoltine,,
5,orange tip,Pieridae,May,1907,Surrey,HG Champion,female,20.653,147.126,2.291,7.313,2,England S,11.515,10.945,GG,Univoltine,,
6,orange tip,Pieridae,May,1907,Surrey,HG Champion,male,19.621,143.759,1.271,10.219,2,England S,11.515,10.945,GG,Univoltine,,
7,orange tip,Pieridae,May,1907,Surrey,HG Champion,male,18.125,118.782,1.328,8.643,2,England S,11.515,10.945,GG,Univoltine,,
12,orange tip,Pieridae,May,1907,Surrey,HG Champion,female,18.695,124.524,1.328,8.554,2,England S,11.515,10.945,GG,Univoltine,,
20,large white,Pieridae,September,1908,Dorset,Meldola,female,31.389,373.691,2.809,10.349,1,England S,10.945,11.245,GG,Multivoltine,,
46,large white,Pieridae,July,1908,Surrey,Meldola,male,31.927,373.953,2.047,12.579,2,England S,10.945,11.245,GG,Multivoltine,,
71,wood white,Pieridae,June,1908,Devon,Meldola,male,20.802,149.225,1.175,10.524,1,England S,10.945,11.245,GG,Univoltine,,
72,wood white,Pieridae,June,1908,Devon,Meldola,male,20.381,144.597,1.208,11.023,1,England S,10.945,11.245,GG,Univoltine,,
2,brimstone,Pieridae,October,1909,Oxfordshire,HST biscoe,female,28.036,302.497,2.575,9.081,2,England S,11.245,10.875,GS,Univoltine,,
18,large white,Pieridae,May,1909,Dorset,Meldola,male,30.882,315.64,2.321,12.027,1,England S,11.245,10.875,GG,Multivoltine,,
63,orange tip,Pieridae,May,1909,Berkshire,EGR Waters,female,21.349,173.001,1.976,9.494,2,England S,11.245,10.875,GG,Univoltine,,
78,wood white,Pieridae,June,1909,Herefordshire,AB Farn,male,19.418,133.023,1.158,9.847,3,England S,11.245,10.875,GG,Univoltine,,
11,large white,Pieridae,May,1910,Herefordshire,AB Farn,female,26.918,250.884,2.236,9.587,2,England S,10.875,11.4,GG,Multivoltine,,
48,orange tip,Pieridae,May,1910,Berkshire,EGR Waters,male,20.286,143.455,1.267,9.073,2,England S,10.875,11.4,GG,Univoltine,,
49,orange tip,Pieridae,May,1910,Berkshire,EGR Waters,male,15.748,89.765,1.189,7.812,2,England S,10.875,11.4,GG,Univoltine,,
63,wood white,Pieridae,June,1910,Cornwall,FC Woodforde,male,20.43,149.262,1.125,9.599,1,England S,10.875,11.4,GG,Univoltine,,
64,wood white,Pieridae,July,1910,Cornwall,FC Woodforde,female,20.697,154.945,1.208,9.994,1,England S,10.875,11.4,GG,Univoltine,,
69,wood white,Pieridae,June,1910,Cornwall,FC Woodforde,male,21.368,157.674,1.19,10.839,1,England S,10.875,11.4,GG,Univoltine,,
10,brimstone,Pieridae,,1911,Surrey,RJ Champion,female,27.928,319.307,3.045,9.387,2,England S,11.4,12.755,GS,Univoltine,,
11,brimstone,Pieridae,,1911,Surrey,RJ Champion,female,28.526,325.056,3.156,9.387,2,England S,11.4,12.755,GS,Univoltine,,
42,large white,Pieridae,,1911,Surrey,RJ Champion,male,31.503,371.955,2.352,12.333,2,England S,11.4,12.755,GG,Multivoltine,,
43,large white,Pieridae,,1911,Surrey,RJ Champion,female,30.916,358.566,3.145,11.783,2,England S,11.4,12.755,GG,Multivoltine,,
44,large white,Pieridae,,1911,Surrey,RJ Champion,female,32.982,405.507,3.085,10.569,2,England S,11.4,12.755,GG,Multivoltine,,
45,large white,Pieridae,,1911,Surrey,RJ Champion,female,29.777,331.835,2.603,10.196,2,England S,11.4,12.755,GG,Multivoltine,,
15,orange tip,Pieridae,May,1911,Essex,Meldola,male,21.956,173.895,1.606,9.701,2,England S,11.4,12.755,GG,Univoltine,,
16,orange tip,Pieridae,May,1911,Essex,Meldola,male,16.358,101.749,1.078,8.795,2,England S,11.4,12.755,GG,Univoltine,,
24,orange tip,Pieridae,May,1911,Essex,Meldola,female,19.283,141.736,1.957,8.14,2,England S,11.4,12.755,GG,Univoltine,,
35,orange tip,Pieridae,May,1911,Oxfordshire,EGR Waters,female,20.627,155.215,2.086,8.177,2,England S,11.4,12.755,GG,Univoltine,,
31,brimstone,Pieridae,July,1912,Hampshire,JJ Walker,female,28.45,338.72,2.523,9.195,2,England S,12.755,11.865,GS,Univoltine,,
9,orange tip,Pieridae,,1912,Suffolk,Thornewill,female,19.765,148.654,2.04,8.411,3,England S,12.755,11.865,GG,Univoltine,,
11,orange tip,Pieridae,May,1912,Surrey,Meldola,female,21.663,182.271,2.484,8.78,2,England S,12.755,11.865,GG,Univoltine,,
14,orange tip,Pieridae,,1912,Suffolk,Thornewill,female,19.571,157.297,1.732,8.314,3,England S,12.755,11.865,GG,Univoltine,,
68,wood white,Pieridae,July,1912,Surrey,RJ Champion,male,19.518,129.445,0.977,9.88,2,England S,12.755,11.865,GG,Univoltine,,
79,wood white,Pieridae,May,1912,Herefordshire,AB Farn,male,18.865,116.676,1.042,8.925,3,England S,12.755,11.865,GG,Univoltine,,
65,wood white,Pieridae,June,1913,Devon,FC Woodforde,male,20.716,151.349,1.142,11.666,1,England S,11.865,11.635,GG,Univoltine,,
7,brimstone,Pieridae,,1914,Surrey,RJ Champion,male,21.623,196.527,2.27,8.029,2,England S,11.635,12.19,GS,Univoltine,,
8,brimstone,Pieridae,,1914,Surrey,RJ Champion,male,28.683,331.116,3.184,10.881,2,England S,11.635,12.19,GS,Univoltine,,
9,brimstone,Pieridae,,1914,Surrey,RJ Champion,male,29.753,340.895,2.243,8.585,2,England S,11.635,12.19,GS,Univoltine,,
13,brimstone,Pieridae,,1914,Berkshire,Thornewill,male,26.199,282.976,2.824,9.525,2,England S,11.635,12.19,GS,Univoltine,,
27,large white,Pieridae,May,1914,Hampshire,FC Woodforde,male,30.694,337.151,2.747,11.176,2,England S,11.635,12.19,GG,Multivoltine,,
17,orange tip,Pieridae,May,1914,West Sussex,GE Shelley,male,19.577,146.465,1.597,8.893,2,England S,11.635,12.19,GG,Univoltine,,
18,orange tip,Pieridae,May,1914,West Sussex,GE Shelley,male,22.185,186.533,1.753,10.373,2,England S,11.635,12.19,GG,Univoltine,,
19,orange tip,Pieridae,May,1914,West Sussex,GE Shelley,male,19.347,136.837,1.213,9.026,2,England S,11.635,12.19,GG,Univoltine,,
21,orange tip,Pieridae,May,1914,West Sussex,GE Shelley,female,22.045,169.229,1.536,8.561,2,England S,11.635,12.19,GG,Univoltine,,
22,orange tip,Pieridae,May,1914,West Sussex,GE Shelley,male,21.19,169.746,1.391,9.677,2,England S,11.635,12.19,GG,Univoltine,,
66,wood white,Pieridae,June,1914,Devon,FC Woodforde,male,18.691,115.54,1.059,9.415,1,England S,11.635,12.19,GG,Univoltine,,
67,wood white,Pieridae,June,1914,Devon,FC Woodforde,female,19.831,139.598,1.214,10.275,1,England S,11.635,12.19,GG,Univoltine,,
53,large white,Pieridae,June,1915,Cheshire,CF johnson,male,28.23,287.428,2.301,11.501,4,England N,10.91,10.03,GG,Multivoltine,,
54,large white,Pieridae,August,1915,Cheshire,CF johnson,male,28.913,308.383,2.326,8.915,4,England N,10.91,10.03,GG,Multivoltine,,
3,orange tip,Pieridae,May,1915,Surrey,Meldola,male,19.729,146.482,1.289,9.43,2,England S,12.19,11.32,GG,Univoltine,,
73,wood white,Pieridae,May,1915,Somerset,H Doidge,male,20.471,146.219,1.191,11.352,2,England S,12.19,11.32,GG,Univoltine,,
74,wood white,Pieridae,May,1915,Somerset,H Doidge,female,20.184,146.594,1.258,9.994,2,England S,12.19,11.32,GG,Univoltine,,
76,wood white,Pieridae,May,1915,Somerset,H Doidge,female,19.734,133.224,1.214,10.277,2,England S,12.19,11.32,GG,Univoltine,,
52,large white,Pieridae,June,1916,Cheshire,CF johnson,male,29.405,319.516,2.378,12.095,4,England N,10.03,9.805,GG,Multivoltine,,
39,large white,Pieridae,May,1917,Cambridgeshire,JJL,male,29.624,315.816,2.351,10.289,3,England S,11.1,11.29,GG,Multivoltine,,
40,large white,Pieridae,May,1917,Cambridgeshire,JJL,male,30.225,342.485,2.841,10.99,3,England S,11.1,11.29,GG,Multivoltine,,
41,large white,Pieridae,May,1917,Cambridgeshire,JJL,male,29.797,342.989,2.244,11.691,3,England S,11.1,11.29,GG,Multivoltine,,
37,orange tip,Pieridae,,1917,Cumbria,CF Johnson,male,20.724,155.342,1.921,8.359,5,England N,9.805,9.945,GG,Univoltine,,
26,brimstone,Pieridae,May,1918,Staffordshire,FC Woodforde,male,29.659,343.085,3.239,10.548,3,England S,11.29,11.66,GS,Univoltine,,
25,brimstone,Pieridae,May,1919,Staffordshire,FC Woodforde,male,27.277,299.878,2.824,10.521,3,England S,11.66,11.32,GS,Univoltine,,
49,brimstone,Pieridae,August,1919,Staffordshire,FC Woodforde,female,27.453,312.773,3.206,9.097,3,England S,11.66,11.32,GS,Univoltine,,
50,brimstone,Pieridae,August,1919,Staffordshire,FC Woodforde,male,28.434,335.359,3.816,9.718,2,England S,11.66,11.32,GS,Univoltine,,
3,large white,Pieridae,September,1919,Devon,FC Woodforde,male,31.395,350.975,2.076,12.241,1,England S,11.66,11.32,GG,Multivoltine,,
4,large white,Pieridae,August,1919,Devon,FC Woodforde,male,29.896,320.78,2.077,10.959,1,England S,11.66,11.32,GG,Multivoltine,,
5,large white,Pieridae,September,1919,Devon,FC Woodforde,female,33.637,431.977,2.626,11.909,1,England S,11.66,11.32,GG,Multivoltine,,
30,orange tip,Pieridae,May,1919,Yorkshire,Rev C Ash,male,20.157,147.913,1.573,10.333,5,England N,10.52,10.015,GG,Univoltine,,
31,orange tip,Pieridae,May,1919,Yorkshire,Rev C Ash,male,19.562,142.346,1.61,10.264,5,England N,10.52,10.015,GG,Univoltine,,
32,orange tip,Pieridae,May,1919,Yorkshire,Rev C Ash,male,20.222,147.316,1.445,10.042,5,England N,10.52,10.015,GG,Univoltine,,
33,orange tip,Pieridae,May,1919,Yorkshire,Rev C Ash,male,20.266,149.024,1.446,10.08,5,England N,10.52,10.015,GG,Univoltine,,
89,wood white,Pieridae,June,1919,Hampshire,AE Burras,female,20.836,149.073,1.324,10.575,2,England S,11.66,11.32,GG,Univoltine,,
90,wood white,Pieridae,June,1919,Hampshire,AE Burras,female,19.542,138.422,1.325,10.01,2,England S,11.66,11.32,GG,Univoltine,,
55,large white,Pieridae,July,1920,Cumbria,EB Ford,male,27.82,278.774,2.506,8.968,5,England N,10.015,10.215,GG,Multivoltine,,
56,large white,Pieridae,July,1920,Cumbria,EB Ford,male,29.672,307.274,2.197,10.737,5,England N,10.015,10.215,GG,Multivoltine,,
34,orange tip,Pieridae,June,1920,Yorkshire,Rev C Ash,female,20.52,154.122,1.885,9.256,5,England N,10.015,10.215,GG,Univoltine,,
38,orange tip,Pieridae,May,1920,Yorkshire,Rev C Ash,female,19.96,138.681,2.03,7.189,5,England N,10.015,10.215,GG,Univoltine,,
39,orange tip,Pieridae,May,1920,Yorkshire,Rev C Ash,female,19.679,149.155,1.884,8.235,5,England N,10.015,10.215,GG,Univoltine,,
40,orange tip,Pieridae,June,1920,Yorkshire,Rev C Ash,female,20.403,161.088,1.939,8.743,5,England N,10.015,10.215,GG,Univoltine,,
41,orange tip,Pieridae,May,1920,Yorkshire,Rev C Ash,female,19.499,135.012,2.324,7.32,5,England N,10.015,10.215,GG,Univoltine,,
105,orange tip,Pieridae,April,1920,Cambridgeshire,JJL,male,17.989,117.122,1.462,9.173,3,England S,11.32,11.585,GG,Univoltine,,
50,orange tip,Pieridae,May,1922,Berkshire,EGR Waters,male,19.199,139.56,1.573,9.384,2,England S,12.62,10.755,GG,Univoltine,,
54,brimstone,Pieridae,August,1925,Somerset,,male,28.623,319.945,2.35,10.961,2,England S,11.095,11.815,GS,Univoltine,,
57,large white,Pieridae,May,1925,Oxfordshire,JJ Walker,female,28.371,278.914,2.765,9.897,2,England S,11.095,11.815,GG,Multivoltine,,
58,large white,Pieridae,May,1925,Oxfordshire,JJ Walker,female,27.309,255.327,2.145,9.487,2,England S,11.095,11.815,GG,Multivoltine,,
52,brimstone,Pieridae,August,1926,Somerset,,male,28.8,311.348,2.901,9.652,2,England S,11.815,11.995,GS,Univoltine,,
48,wood white,Pieridae,July,1926,Herefordshire,EGR Waters,male,21.127,149.383,1.224,11.485,2,England S,11.815,11.995,GG,Univoltine,,
55,wood white,Pieridae,July,1926,Hertfordshire,EGR Waters,female,21.035,160.466,1.456,10.606,2,England S,11.815,11.995,GG,Univoltine,,
43,brimstone,Pieridae,April,1930,Cambridgeshire,,male,27.532,294.234,2.656,8.639,3,England S,11.36,11.76,GS,Univoltine,,
44,brimstone,Pieridae,July,1930,Hampshire,,female,30.454,356.123,3.144,8.793,2,England S,11.36,11.76,GS,Univoltine,,
51,brimstone,Pieridae,August,1933,Oxfordshire,,male,27.811,298.601,2.778,10.837,2,England S,11.475,13.045,GS,Univoltine,,
53,brimstone,Pieridae,August,1934,Somerset,,male,28.798,305.852,2.595,10.044,2,England S,13.045,12.065,GS,Univoltine,,
70,wood white,Pieridae,August,1935,Northamptonshire,BM Hobby,male,20.703,153.455,1.109,9.167,3,England S,12.065,12.195,GG,Univoltine,,
82,wood white,Pieridae,June,1937,Northamptonshire,WF burrows,male,20.412,135.026,0.993,10.99,3,England S,11.695,11.915,GG,Univoltine,,
83,wood white,Pieridae,June,1937,Northamptonshire,WF burrows,male,21.157,145.11,1.424,10.443,3,England S,11.695,11.915,GG,Univoltine,,
84,wood white,Pieridae,June,1937,Northamptonshire,WF burrows,male,21.224,146.23,1.242,11.038,3,England S,11.695,11.915,GG,Univoltine,,
107,wood white,Pieridae,May,1937,Northamptonshire,EB Ford,male,21.694,152.957,1.208,11.318,3,England S,11.695,11.915,GG,Univoltine,,
16,wood white,Pieridae,June,1938,Northamptonshire,,male,20.085,140.478,0.998,11.375,3,England S,11.915,11.995,GG,Univoltine,,
18,wood white,Pieridae,June,1938,Northamptonshire,,female,20.092,132.584,1.18,10.44,3,England S,11.915,11.995,GG,Univoltine,,
7,wood white,Pieridae,May,1939,Northamptonshire,,male,20.786,150.163,1.102,11.578,3,England S,11.995,11.805,GG,Univoltine,,
70,orange tip,Pieridae,May,1940,Cambridgeshire,DWF Ffennell,male,17.947,117.682,1.366,8.994,3,England S,11.805,12.26,GG,Univoltine,,
71,orange tip,Pieridae,May,1940,Cambridgeshire,DWF Ffennell,male,20.502,154.838,1.405,9.629,3,England S,11.805,12.26,GG,Univoltine,,
97,brimstone,Pieridae,August,1941,Greater London,,female,28.177,305.195,2.991,10.684,2,England S,12.26,11.21,GS,Univoltine,,
14,brimstone,Pieridae,August,1944,Hertfordshire,P Whitby,male,27.333,294.86,2.769,10.05,2,England S,12.63,12.155,GS,Univoltine,,
73,brimstone,Pieridae,April,1944,Hertfordshire,,male,29.108,326.77,2.259,10.562,2,England S,12.63,12.155,GS,Univoltine,,
63,brimstone,Pieridae,April,1946,Surrey,,female,29.372,333.469,2.442,10.501,2,England S,12.74,11.44,GS,Univoltine,,
82,large white,Pieridae,July,1946,Herefordshire,KG Smith,female,25.57,238.78,2.174,8.734,3,England S,12.74,11.44,GG,Multivoltine,,
86,large white,Pieridae,July,1946,Herefordshire,KG Smith,female,29.697,303.785,2.868,6.977,3,England S,12.74,11.44,GG,Multivoltine,,
87,large white,Pieridae,July,1946,Herefordshire,KG Smith,male,28.094,271.816,2.301,9.906,3,England S,12.74,11.44,GG,Multivoltine,,
53,orange tip,Pieridae,May,1946,Isle of Man,HM Rogers,male,19.917,129.188,1.53,9.429,5,England N,11.61,10.43,GG,Univoltine,,
54,orange tip,Pieridae,May,1946,Isle of Man,HM Rogers,male,18.619,119.893,1.354,9.695,5,England N,11.61,10.43,GG,Univoltine,,
55,orange tip,Pieridae,May,1946,Isle of Man,HM Rogers,male,20.517,150.474,1.318,10.884,5,England N,11.61,10.43,GG,Univoltine,,
56,orange tip,Pieridae,May,1946,Isle of Man,HM Rogers,male,20.543,149.934,1.738,11.067,5,England N,11.61,10.43,GG,Univoltine,,
60,orange tip,Pieridae,May,1946,Isle of Man,HM Rogers,male,21.141,151.11,1.684,9.881,5,England N,11.61,10.43,GG,Univoltine,,
61,orange tip,Pieridae,May,1946,Isle of Man,HM Rogers,male,19.096,126.911,1.318,8.689,5,England N,11.61,10.43,GG,Univoltine,,
62,orange tip,Pieridae,May,1946,Isle of Man,HM Rogers,male,18.319,117.812,1.394,8.784,5,England N,11.61,10.43,GG,Univoltine,,
55,brimstone,Pieridae,August,1947,Devon,AE burton,male,28.431,312.284,3.632,10.409,1,England S,11.44,12.715,GS,Univoltine,,
63,large white,Pieridae,May,1947,Hampshire,DWF Ffennell,male,29.29,313.933,2.429,10.289,2,England S,11.44,12.715,GG,Multivoltine,,
83,large white,Pieridae,May,1947,Hertfordshire,,female,29.408,332.103,2.687,10.362,2,England S,11.44,12.715,GG,Multivoltine,,
108,wood white,Pieridae,August,1947,Staffordshire,JS Hopton,male,20.96,157.473,1.044,9.101,3,England S,11.44,12.715,GG,Univoltine,,
109,wood white,Pieridae,August,1947,Staffordshire,JS Hopton,male,20.535,139.271,0.871,10.309,3,England S,11.44,12.715,GG,Univoltine,,
56,brimstone,Pieridae,July,1948,Kent,R Tubbs,female,29.04,326.571,2.84,10.105,2,England S,12.715,12.09,GS,Univoltine,,
59,brimstone,Pieridae,July,1948,Kent,,female,29.351,346.008,3.388,10.044,2,England S,12.715,12.09,GS,Univoltine,,
68,large white,Pieridae,June,1949,Hampshire,DWF Ffennell,female,30.891,340.067,2.868,10.417,2,England S,12.09,12.425,GG,Multivoltine,,
69,large white,Pieridae,July,1949,Hampshire,DWF Ffennell,male,29.677,323.082,2.042,10.779,2,England S,12.09,12.425,GG,Multivoltine,,
73,large white,Pieridae,August,1949,Hampshire,DWF Ffennell,female,28.917,305.14,2.533,10.646,2,England S,12.09,12.425,GG,Multivoltine,,
110,wood white,Pieridae,August,1949,Surrey,DWF Ffennell,female,20.256,141.55,1.144,9.002,2,England S,12.09,12.425,GG,Univoltine,,
111,wood white,Pieridae,May,1949,Surrey,DWF Ffennell,male,19.854,128.122,1.076,10.375,2,England S,12.09,12.425,GG,Univoltine,,
105,wood white,Pieridae,May,1950,Surrey,R Tubbs,male,19.737,130.963,1.076,11.053,2,England S,12.425,12.3,GG,Univoltine,,
27,brimstone,Pieridae,May,1953,Cambridgeshire,Arthur Pickard Cambridgeshire,male,27.164,278.525,2.769,8.639,3,England S,12.695,11.795,GS,Univoltine,,
28,brimstone,Pieridae,May,1953,Cambridgeshire,Arthur Pickard Cambridgeshire,male,27.704,326.739,2.742,8.78,3,England S,12.695,11.795,GS,Univoltine,,
72,brimstone,Pieridae,August,1954,Surrey,P Taylor,male,27.841,314.507,2.625,11.905,2,England S,11.795,11.075,GS,Univoltine,,
41,wood white,Pieridae,August,1955,West Sussex,PW Cribb,female,19.376,134.238,1.015,10.008,2,England S,11.075,11.745,GG,Univoltine,,
57,brimstone,Pieridae,August,1956,Hampshire,,female,27.767,318.836,3.602,10.837,2,England S,11.745,11.12,GS,Univoltine,,
67,orange tip,Pieridae,June,1956,Hampshire,DWF Ffennell,female,22.464,190.944,2.38,8.058,2,England S,11.745,11.12,GG,Univoltine,,
64,brimstone,Pieridae,August,1958,Buckinghamshire,P Taylor,female,31.145,362.61,3.205,10.259,2,England S,12.53,11.215,GS,Univoltine,,
69,brimstone,Pieridae,August,1958,Buckinghamshire,P Taylor,female,29.814,338.064,3.207,10.348,2,England S,12.53,11.215,GS,Univoltine,,
27,wood white,Pieridae,May,1959,West Sussex,J Fowen,female,20.25,144.165,1.563,10.01,2,England S,11.215,13.01,GG,Univoltine,,
106,wood white,Pieridae,July,1960,Surrey,R Tubbs,male,19.381,124.423,1.006,10.46,2,England S,13.01,12.165,GG,Univoltine,,
38,brimstone,Pieridae,August,1961,Hampshire,DWF Ffennell,male,30.403,345.832,3.572,10.444,2,England S,12.165,12.325,GS,Univoltine,,
35,brimstone,Pieridae,August,1963,Hampshire,DWF Ffennell,male,30.703,343.593,3.116,11.143,2,England S,10.42,11.33,GS,Univoltine,,
33,brimstone,Pieridae,August,1964,Bedfordshire,P Taylor,male,30.041,329.992,2.685,11.462,2,England S,11.33,11.815,GS,Univoltine,,
39,brimstone,Pieridae,September,1964,Hampshire,DWF Ffennell,female,28.707,312.471,3.358,9.371,2,England S,11.33,11.815,GS,Univoltine,,
41,brimstone,Pieridae,September,1964,Hampshire,DWF Ffennell,female,30.559,368.101,3.266,11.174,2,England S,11.33,11.815,GS,Univoltine,,
78,brimstone,Pieridae,August,1964,West Sussex,CJ Luckens,male,29.432,351.082,2.992,9.679,2,England S,11.33,11.815,GS,Univoltine,,
95,orange tip,Pieridae,May,1964,Surrey,David Keen,male,21.685,169.68,1.754,10.724,2,England S,11.33,11.815,GG,Univoltine,,
114,wood white,Pieridae,May,1964,Buckinghamshire,RC Revels,female,20.258,143.768,1.285,9.919,2,England S,11.33,11.815,GG,Univoltine,,
119,wood white,Pieridae,May,1964,Buckinghamshire,RC Revels,male,18.82,126.887,1.286,10.517,2,England S,11.33,11.815,GG,Univoltine,,
104,brimstone,Pieridae,August,1965,Buckinghamshire,RC Revels,female,31.073,377.472,3.276,11.257,2,England S,11.815,11.23,GS,Univoltine,,
105,brimstone,Pieridae,July,1965,Buckinghamshire,RC Revels,female,29.224,340.007,3.519,9.471,2,England S,11.815,11.23,GS,Univoltine,,
68,orange tip,Pieridae,May,1965,Hampshire,DWF Ffennell,female,22.468,192.609,2.38,7.557,2,England S,11.815,11.23,GG,Univoltine,,
72,orange tip,Pieridae,May,1965,Hampshire,DWF Ffennell,female,21.786,180.123,1.757,8.234,2,England S,11.815,11.23,GG,Univoltine,,
106,orange tip,Pieridae,May,1965,Hampshire,DWF Ffennell,male,21.486,169.582,1.754,8.386,2,England S,11.815,11.23,GG,Univoltine,,
